--- Running (Engine Host) ---
[Main] Using GpuExecutor generic executor.
---------------------------------------------------
======================RESULT=======================
---------------------------------------------------
p_size|supplier_cnt|p_brand|p_type|
12|4.00|Brand#35|LARGE BRUSHED COPPER|
13|4.00|Brand#35|LARGE BRUSHED COPPER|
15|4.00|Brand#35|LARGE BRUSHED COPPER|
17|4.00|Brand#35|LARGE BRUSHED COPPER|
18|4.00|Brand#35|LARGE BRUSHED COPPER|
20|4.00|Brand#35|LARGE BRUSHED COPPER|
26|4.00|Brand#35|LARGE BRUSHED COPPER|
32|4.00|Brand#35|LARGE BRUSHED COPPER|
33|4.00|Brand#35|LARGE BRUSHED COPPER|
34|4.00|Brand#35|LARGE BRUSHED COPPER|
36|4.00|Brand#35|LARGE BRUSHED COPPER|
38|4.00|Brand#35|LARGE BRUSHED COPPER|
42|4.00|Brand#35|LARGE BRUSHED COPPER|
43|4.00|Brand#35|LARGE BRUSHED COPPER|
44|4.00|Brand#35|LARGE BRUSHED COPPER|
45|4.00|Brand#35|LARGE BRUSHED COPPER|
46|4.00|Brand#35|LARGE BRUSHED COPPER|
48|4.00|Brand#35|LARGE BRUSHED COPPER|
49|4.00|Brand#35|LARGE BRUSHED COPPER|
1|4.00|Brand#35|LARGE BRUSHED NICKEL|
2|4.00|Brand#35|LARGE BRUSHED NICKEL|
4|4.00|Brand#35|LARGE BRUSHED NICKEL|
5|4.00|Brand#35|LARGE BRUSHED NICKEL|
7|4.00|Brand#35|LARGE BRUSHED NICKEL|
8|4.00|Brand#35|LARGE BRUSHED NICKEL|
14|4.00|Brand#35|LARGE BRUSHED NICKEL|
18|4.00|Brand#35|LARGE BRUSHED NICKEL|
22|4.00|Brand#35|LARGE BRUSHED NICKEL|
25|4.00|Brand#35|LARGE BRUSHED NICKEL|
26|4.00|Brand#35|LARGE BRUSHED NICKEL|
27|4.00|Brand#35|LARGE BRUSHED NICKEL|
29|4.00|Brand#35|LARGE BRUSHED NICKEL|
40|4.00|Brand#35|LARGE BRUSHED NICKEL|
42|4.00|Brand#35|LARGE BRUSHED NICKEL|
45|4.00|Brand#35|LARGE BRUSHED NICKEL|
46|4.00|Brand#35|LARGE BRUSHED NICKEL|
47|4.00|Brand#35|LARGE BRUSHED NICKEL|
50|4.00|Brand#35|LARGE BRUSHED NICKEL|
2|4.00|Brand#35|LARGE BRUSHED STEEL|
9|4.00|Brand#35|LARGE BRUSHED STEEL|
10|4.00|Brand#35|LARGE BRUSHED STEEL|
20|4.00|Brand#35|LARGE BRUSHED STEEL|
22|4.00|Brand#35|LARGE BRUSHED STEEL|
27|4.00|Brand#35|LARGE BRUSHED STEEL|
31|4.00|Brand#35|LARGE BRUSHED STEEL|
32|4.00|Brand#35|LARGE BRUSHED STEEL|
33|4.00|Brand#35|LARGE BRUSHED STEEL|
38|4.00|Brand#35|LARGE BRUSHED STEEL|
40|4.00|Brand#35|LARGE BRUSHED STEEL|
44|4.00|Brand#35|LARGE BRUSHED STEEL|
45|4.00|Brand#35|LARGE BRUSHED STEEL|
46|4.00|Brand#35|LARGE BRUSHED STEEL|
47|4.00|Brand#35|LARGE BRUSHED STEEL|
49|4.00|Brand#35|LARGE BRUSHED STEEL|
3|4.00|Brand#35|LARGE BRUSHED TIN|
4|4.00|Brand#35|LARGE BRUSHED TIN|
8|4.00|Brand#35|LARGE BRUSHED TIN|
9|4.00|Brand#35|LARGE BRUSHED TIN|
10|4.00|Brand#35|LARGE BRUSHED TIN|
13|4.00|Brand#35|LARGE BRUSHED TIN|
15|4.00|Brand#35|LARGE BRUSHED TIN|
17|4.00|Brand#35|LARGE BRUSHED TIN|
18|4.00|Brand#35|LARGE BRUSHED TIN|
19|4.00|Brand#35|LARGE BRUSHED TIN|
20|4.00|Brand#35|LARGE BRUSHED TIN|
21|4.00|Brand#35|LARGE BRUSHED TIN|
22|4.00|Brand#35|LARGE BRUSHED TIN|
24|4.00|Brand#35|LARGE BRUSHED TIN|
30|4.00|Brand#35|LARGE BRUSHED TIN|
31|4.00|Brand#35|LARGE BRUSHED TIN|
32|4.00|Brand#35|LARGE BRUSHED TIN|
33|4.00|Brand#35|LARGE BRUSHED TIN|
34|4.00|Brand#35|LARGE BRUSHED TIN|
47|4.00|Brand#35|LARGE BRUSHED TIN|
1|4.00|Brand#35|LARGE BURNISHED BRASS|
4|4.00|Brand#35|LARGE BURNISHED BRASS|
5|4.00|Brand#35|LARGE BURNISHED BRASS|
6|4.00|Brand#35|LARGE BURNISHED BRASS|
9|4.00|Brand#35|LARGE BURNISHED BRASS|
15|4.00|Brand#35|LARGE BURNISHED BRASS|
23|4.00|Brand#35|LARGE BURNISHED BRASS|
24|4.00|Brand#35|LARGE BURNISHED BRASS|
26|4.00|Brand#35|LARGE BURNISHED BRASS|
28|4.00|Brand#35|LARGE BURNISHED BRASS|
31|4.00|Brand#35|LARGE BURNISHED BRASS|
32|4.00|Brand#35|LARGE BURNISHED BRASS|
33|4.00|Brand#35|LARGE BURNISHED BRASS|
35|4.00|Brand#35|LARGE BURNISHED BRASS|
38|4.00|Brand#35|LARGE BURNISHED BRASS|
40|4.00|Brand#35|LARGE BURNISHED BRASS|
41|4.00|Brand#35|LARGE BURNISHED BRASS|
44|4.00|Brand#35|LARGE BURNISHED BRASS|
48|4.00|Brand#35|LARGE BURNISHED BRASS|
2|4.00|Brand#35|LARGE BURNISHED COPPER|
4|4.00|Brand#35|LARGE BURNISHED COPPER|
5|4.00|Brand#35|LARGE BURNISHED COPPER|
13|4.00|Brand#35|LARGE BURNISHED COPPER|
21|4.00|Brand#35|LARGE BURNISHED COPPER|
22|4.00|Brand#35|LARGE BURNISHED COPPER|
25|4.00|Brand#35|LARGE BURNISHED COPPER|
26|4.00|Brand#35|LARGE BURNISHED COPPER|
27|4.00|Brand#35|LARGE BURNISHED COPPER|
33|4.00|Brand#35|LARGE BURNISHED COPPER|
35|4.00|Brand#35|LARGE BURNISHED COPPER|
38|4.00|Brand#35|LARGE BURNISHED COPPER|
42|4.00|Brand#35|LARGE BURNISHED COPPER|
44|4.00|Brand#35|LARGE BURNISHED COPPER|
45|4.00|Brand#35|LARGE BURNISHED COPPER|
46|4.00|Brand#35|LARGE BURNISHED COPPER|
49|4.00|Brand#35|LARGE BURNISHED COPPER|
1|4.00|Brand#35|LARGE BURNISHED NICKEL|
8|4.00|Brand#35|LARGE BURNISHED NICKEL|
10|4.00|Brand#35|LARGE BURNISHED NICKEL|
12|4.00|Brand#35|LARGE BURNISHED NICKEL|
21|4.00|Brand#35|LARGE BURNISHED NICKEL|
22|4.00|Brand#35|LARGE BURNISHED NICKEL|
24|4.00|Brand#35|LARGE BURNISHED NICKEL|
26|4.00|Brand#35|LARGE BURNISHED NICKEL|
27|4.00|Brand#35|LARGE BURNISHED NICKEL|
28|4.00|Brand#35|LARGE BURNISHED NICKEL|
29|4.00|Brand#35|LARGE BURNISHED NICKEL|
34|4.00|Brand#35|LARGE BURNISHED NICKEL|
35|4.00|Brand#35|LARGE BURNISHED NICKEL|
36|4.00|Brand#35|LARGE BURNISHED NICKEL|
37|4.00|Brand#35|LARGE BURNISHED NICKEL|
39|4.00|Brand#35|LARGE BURNISHED NICKEL|
40|4.00|Brand#35|LARGE BURNISHED NICKEL|
41|4.00|Brand#35|LARGE BURNISHED NICKEL|
42|4.00|Brand#35|LARGE BURNISHED NICKEL|
47|4.00|Brand#35|LARGE BURNISHED NICKEL|
50|4.00|Brand#35|LARGE BURNISHED NICKEL|
6|4.00|Brand#35|LARGE BURNISHED STEEL|
7|4.00|Brand#35|LARGE BURNISHED STEEL|
11|4.00|Brand#35|LARGE BURNISHED STEEL|
16|4.00|Brand#35|LARGE BURNISHED STEEL|
17|4.00|Brand#35|LARGE BURNISHED STEEL|
18|4.00|Brand#35|LARGE BURNISHED STEEL|
21|4.00|Brand#35|LARGE BURNISHED STEEL|
23|4.00|Brand#35|LARGE BURNISHED STEEL|
25|4.00|Brand#35|LARGE BURNISHED STEEL|
26|4.00|Brand#35|LARGE BURNISHED STEEL|
29|4.00|Brand#35|LARGE BURNISHED STEEL|
30|4.00|Brand#35|LARGE BURNISHED STEEL|
31|4.00|Brand#35|LARGE BURNISHED STEEL|
32|4.00|Brand#35|LARGE BURNISHED STEEL|
37|4.00|Brand#35|LARGE BURNISHED STEEL|
42|4.00|Brand#35|LARGE BURNISHED STEEL|
44|4.00|Brand#35|LARGE BURNISHED STEEL|
48|4.00|Brand#35|LARGE BURNISHED STEEL|
4|4.00|Brand#35|LARGE BURNISHED TIN|
6|4.00|Brand#35|LARGE BURNISHED TIN|
7|4.00|Brand#35|LARGE BURNISHED TIN|
8|4.00|Brand#35|LARGE BURNISHED TIN|
10|4.00|Brand#35|LARGE BURNISHED TIN|
12|4.00|Brand#35|LARGE BURNISHED TIN|
15|4.00|Brand#35|LARGE BURNISHED TIN|
17|4.00|Brand#35|LARGE BURNISHED TIN|
21|4.00|Brand#35|LARGE BURNISHED TIN|
24|4.00|Brand#35|LARGE BURNISHED TIN|
27|4.00|Brand#35|LARGE BURNISHED TIN|
28|4.00|Brand#35|LARGE BURNISHED TIN|
30|4.00|Brand#35|LARGE BURNISHED TIN|
31|4.00|Brand#35|LARGE BURNISHED TIN|
34|4.00|Brand#35|LARGE BURNISHED TIN|
35|4.00|Brand#35|LARGE BURNISHED TIN|
40|4.00|Brand#35|LARGE BURNISHED TIN|
43|4.00|Brand#35|LARGE BURNISHED TIN|
44|4.00|Brand#35|LARGE BURNISHED TIN|
45|4.00|Brand#35|LARGE BURNISHED TIN|
47|4.00|Brand#35|LARGE BURNISHED TIN|
6|4.00|Brand#35|LARGE PLATED BRASS|
12|4.00|Brand#35|LARGE PLATED BRASS|
15|4.00|Brand#35|LARGE PLATED BRASS|
18|4.00|Brand#35|LARGE PLATED BRASS|
20|4.00|Brand#35|LARGE PLATED BRASS|
22|4.00|Brand#35|LARGE PLATED BRASS|
25|4.00|Brand#35|LARGE PLATED BRASS|
30|4.00|Brand#35|LARGE PLATED BRASS|
32|4.00|Brand#35|LARGE PLATED BRASS|
34|4.00|Brand#35|LARGE PLATED BRASS|
40|4.00|Brand#35|LARGE PLATED BRASS|
43|4.00|Brand#35|LARGE PLATED BRASS|
46|4.00|Brand#35|LARGE PLATED BRASS|
48|4.00|Brand#35|LARGE PLATED BRASS|
50|4.00|Brand#35|LARGE PLATED BRASS|
1|4.00|Brand#35|LARGE PLATED COPPER|
2|4.00|Brand#35|LARGE PLATED COPPER|
3|4.00|Brand#35|LARGE PLATED COPPER|
5|4.00|Brand#35|LARGE PLATED COPPER|
8|4.00|Brand#35|LARGE PLATED COPPER|
9|4.00|Brand#35|LARGE PLATED COPPER|
10|4.00|Brand#35|LARGE PLATED COPPER|
12|4.00|Brand#35|LARGE PLATED COPPER|
13|4.00|Brand#35|LARGE PLATED COPPER|
14|4.00|Brand#35|LARGE PLATED COPPER|
18|4.00|Brand#35|LARGE PLATED COPPER|
21|4.00|Brand#35|LARGE PLATED COPPER|
28|4.00|Brand#35|LARGE PLATED COPPER|
29|4.00|Brand#35|LARGE PLATED COPPER|
31|4.00|Brand#35|LARGE PLATED COPPER|
35|4.00|Brand#35|LARGE PLATED COPPER|
36|4.00|Brand#35|LARGE PLATED COPPER|
37|4.00|Brand#35|LARGE PLATED COPPER|
38|4.00|Brand#35|LARGE PLATED COPPER|
42|4.00|Brand#35|LARGE PLATED COPPER|
46|4.00|Brand#35|LARGE PLATED COPPER|
48|4.00|Brand#35|LARGE PLATED COPPER|
49|4.00|Brand#35|LARGE PLATED COPPER|
4|4.00|Brand#35|LARGE PLATED NICKEL|
6|4.00|Brand#35|LARGE PLATED NICKEL|
9|4.00|Brand#35|LARGE PLATED NICKEL|
14|4.00|Brand#35|LARGE PLATED NICKEL|
21|4.00|Brand#35|LARGE PLATED NICKEL|
23|4.00|Brand#35|LARGE PLATED NICKEL|
25|4.00|Brand#35|LARGE PLATED NICKEL|
27|4.00|Brand#35|LARGE PLATED NICKEL|
30|4.00|Brand#35|LARGE PLATED NICKEL|
34|4.00|Brand#35|LARGE PLATED NICKEL|
35|4.00|Brand#35|LARGE PLATED NICKEL|
37|4.00|Brand#35|LARGE PLATED NICKEL|
39|4.00|Brand#35|LARGE PLATED NICKEL|
42|4.00|Brand#35|LARGE PLATED NICKEL|
43|4.00|Brand#35|LARGE PLATED NICKEL|
44|4.00|Brand#35|LARGE PLATED NICKEL|
46|4.00|Brand#35|LARGE PLATED NICKEL|
48|4.00|Brand#35|LARGE PLATED NICKEL|
49|4.00|Brand#35|LARGE PLATED NICKEL|
1|4.00|Brand#35|LARGE PLATED STEEL|
2|4.00|Brand#35|LARGE PLATED STEEL|
4|4.00|Brand#35|LARGE PLATED STEEL|
6|4.00|Brand#35|LARGE PLATED STEEL|
12|4.00|Brand#35|LARGE PLATED STEEL|
17|4.00|Brand#35|LARGE PLATED STEEL|
18|4.00|Brand#35|LARGE PLATED STEEL|
21|4.00|Brand#35|LARGE PLATED STEEL|
29|4.00|Brand#35|LARGE PLATED STEEL|
33|4.00|Brand#35|LARGE PLATED STEEL|
35|4.00|Brand#35|LARGE PLATED STEEL|
36|4.00|Brand#35|LARGE PLATED STEEL|
37|4.00|Brand#35|LARGE PLATED STEEL|
43|4.00|Brand#35|LARGE PLATED STEEL|
45|4.00|Brand#35|LARGE PLATED STEEL|
46|4.00|Brand#35|LARGE PLATED STEEL|
2|4.00|Brand#35|LARGE PLATED TIN|
3|4.00|Brand#35|LARGE PLATED TIN|
4|4.00|Brand#35|LARGE PLATED TIN|
5|4.00|Brand#35|LARGE PLATED TIN|
6|4.00|Brand#35|LARGE PLATED TIN|
11|4.00|Brand#35|LARGE PLATED TIN|
21|4.00|Brand#35|LARGE PLATED TIN|
28|4.00|Brand#35|LARGE PLATED TIN|
40|4.00|Brand#35|LARGE PLATED TIN|
42|4.00|Brand#35|LARGE PLATED TIN|
47|4.00|Brand#35|LARGE PLATED TIN|
49|4.00|Brand#35|LARGE PLATED TIN|
50|4.00|Brand#35|LARGE PLATED TIN|
3|4.00|Brand#35|LARGE POLISHED BRASS|
4|4.00|Brand#35|LARGE POLISHED BRASS|
9|4.00|Brand#35|LARGE POLISHED BRASS|
12|4.00|Brand#35|LARGE POLISHED BRASS|
13|4.00|Brand#35|LARGE POLISHED BRASS|
14|4.00|Brand#35|LARGE POLISHED BRASS|
17|4.00|Brand#35|LARGE POLISHED BRASS|
18|4.00|Brand#35|LARGE POLISHED BRASS|
23|4.00|Brand#35|LARGE POLISHED BRASS|
25|4.00|Brand#35|LARGE POLISHED BRASS|
29|4.00|Brand#35|LARGE POLISHED BRASS|
31|4.00|Brand#35|LARGE POLISHED BRASS|
36|4.00|Brand#35|LARGE POLISHED BRASS|
41|4.00|Brand#35|LARGE POLISHED BRASS|
42|4.00|Brand#35|LARGE POLISHED BRASS|
44|4.00|Brand#35|LARGE POLISHED BRASS|
45|4.00|Brand#35|LARGE POLISHED BRASS|
48|4.00|Brand#35|LARGE POLISHED BRASS|
4|4.00|Brand#35|LARGE POLISHED COPPER|
7|4.00|Brand#35|LARGE POLISHED COPPER|
8|4.00|Brand#35|LARGE POLISHED COPPER|
9|4.00|Brand#35|LARGE POLISHED COPPER|
11|4.00|Brand#35|LARGE POLISHED COPPER|
12|4.00|Brand#35|LARGE POLISHED COPPER|
27|4.00|Brand#35|LARGE POLISHED COPPER|
32|4.00|Brand#35|LARGE POLISHED COPPER|
40|4.00|Brand#35|LARGE POLISHED COPPER|
42|4.00|Brand#35|LARGE POLISHED COPPER|
44|4.00|Brand#35|LARGE POLISHED COPPER|
45|4.00|Brand#35|LARGE POLISHED COPPER|
46|4.00|Brand#35|LARGE POLISHED COPPER|
47|4.00|Brand#35|LARGE POLISHED COPPER|
1|4.00|Brand#35|LARGE POLISHED NICKEL|
3|4.00|Brand#35|LARGE POLISHED NICKEL|
5|4.00|Brand#35|LARGE POLISHED NICKEL|
7|4.00|Brand#35|LARGE POLISHED NICKEL|
9|4.00|Brand#35|LARGE POLISHED NICKEL|
13|4.00|Brand#35|LARGE POLISHED NICKEL|
14|4.00|Brand#35|LARGE POLISHED NICKEL|
16|4.00|Brand#35|LARGE POLISHED NICKEL|
19|4.00|Brand#35|LARGE POLISHED NICKEL|
24|4.00|Brand#35|LARGE POLISHED NICKEL|
28|4.00|Brand#35|LARGE POLISHED NICKEL|
30|4.00|Brand#35|LARGE POLISHED NICKEL|
31|4.00|Brand#35|LARGE POLISHED NICKEL|
32|4.00|Brand#35|LARGE POLISHED NICKEL|
33|4.00|Brand#35|LARGE POLISHED NICKEL|
34|4.00|Brand#35|LARGE POLISHED NICKEL|
37|4.00|Brand#35|LARGE POLISHED NICKEL|
41|4.00|Brand#35|LARGE POLISHED NICKEL|
43|4.00|Brand#35|LARGE POLISHED NICKEL|
46|4.00|Brand#35|LARGE POLISHED NICKEL|
49|4.00|Brand#35|LARGE POLISHED NICKEL|
2|4.00|Brand#35|LARGE POLISHED STEEL|
3|4.00|Brand#35|LARGE POLISHED STEEL|
5|4.00|Brand#35|LARGE POLISHED STEEL|
9|4.00|Brand#35|LARGE POLISHED STEEL|
10|4.00|Brand#35|LARGE POLISHED STEEL|
16|4.00|Brand#35|LARGE POLISHED STEEL|
17|4.00|Brand#35|LARGE POLISHED STEEL|
21|4.00|Brand#35|LARGE POLISHED STEEL|
24|4.00|Brand#35|LARGE POLISHED STEEL|
28|4.00|Brand#35|LARGE POLISHED STEEL|
30|4.00|Brand#35|LARGE POLISHED STEEL|
33|4.00|Brand#35|LARGE POLISHED STEEL|
34|4.00|Brand#35|LARGE POLISHED STEEL|
35|4.00|Brand#35|LARGE POLISHED STEEL|
39|4.00|Brand#35|LARGE POLISHED STEEL|
45|4.00|Brand#35|LARGE POLISHED STEEL|
47|4.00|Brand#35|LARGE POLISHED STEEL|
48|4.00|Brand#35|LARGE POLISHED STEEL|
49|4.00|Brand#35|LARGE POLISHED STEEL|
50|4.00|Brand#35|LARGE POLISHED STEEL|
1|4.00|Brand#35|LARGE POLISHED TIN|
4|4.00|Brand#35|LARGE POLISHED TIN|
6|4.00|Brand#35|LARGE POLISHED TIN|
8|4.00|Brand#35|LARGE POLISHED TIN|
13|4.00|Brand#35|LARGE POLISHED TIN|
15|4.00|Brand#35|LARGE POLISHED TIN|
18|4.00|Brand#35|LARGE POLISHED TIN|
19|4.00|Brand#35|LARGE POLISHED TIN|
21|4.00|Brand#35|LARGE POLISHED TIN|
24|4.00|Brand#35|LARGE POLISHED TIN|
33|4.00|Brand#35|LARGE POLISHED TIN|
35|4.00|Brand#35|LARGE POLISHED TIN|
36|4.00|Brand#35|LARGE POLISHED TIN|
38|4.00|Brand#35|LARGE POLISHED TIN|
40|4.00|Brand#35|LARGE POLISHED TIN|
41|4.00|Brand#35|LARGE POLISHED TIN|
42|4.00|Brand#35|LARGE POLISHED TIN|
45|4.00|Brand#35|LARGE POLISHED TIN|
47|4.00|Brand#35|LARGE POLISHED TIN|
49|4.00|Brand#35|LARGE POLISHED TIN|
50|4.00|Brand#35|LARGE POLISHED TIN|
3|4.00|Brand#35|MEDIUM ANODIZED BRASS|
4|4.00|Brand#35|MEDIUM ANODIZED BRASS|
7|4.00|Brand#35|MEDIUM ANODIZED BRASS|
8|4.00|Brand#35|MEDIUM ANODIZED BRASS|
9|4.00|Brand#35|MEDIUM ANODIZED BRASS|
14|4.00|Brand#35|MEDIUM ANODIZED BRASS|
17|4.00|Brand#35|MEDIUM ANODIZED BRASS|
18|4.00|Brand#35|MEDIUM ANODIZED BRASS|
19|4.00|Brand#35|MEDIUM ANODIZED BRASS|
24|4.00|Brand#35|MEDIUM ANODIZED BRASS|
27|4.00|Brand#35|MEDIUM ANODIZED BRASS|
32|4.00|Brand#35|MEDIUM ANODIZED BRASS|
33|4.00|Brand#35|MEDIUM ANODIZED BRASS|
36|4.00|Brand#35|MEDIUM ANODIZED BRASS|
37|4.00|Brand#35|MEDIUM ANODIZED BRASS|
44|4.00|Brand#35|MEDIUM ANODIZED BRASS|
1|4.00|Brand#35|MEDIUM ANODIZED COPPER|
3|4.00|Brand#35|MEDIUM ANODIZED COPPER|
5|4.00|Brand#35|MEDIUM ANODIZED COPPER|
8|4.00|Brand#35|MEDIUM ANODIZED COPPER|
13|4.00|Brand#35|MEDIUM ANODIZED COPPER|
15|4.00|Brand#35|MEDIUM ANODIZED COPPER|
16|4.00|Brand#35|MEDIUM ANODIZED COPPER|
23|4.00|Brand#35|MEDIUM ANODIZED COPPER|
29|4.00|Brand#35|MEDIUM ANODIZED COPPER|
30|4.00|Brand#35|MEDIUM ANODIZED COPPER|
31|4.00|Brand#35|MEDIUM ANODIZED COPPER|
32|4.00|Brand#35|MEDIUM ANODIZED COPPER|
42|4.00|Brand#35|MEDIUM ANODIZED COPPER|
45|4.00|Brand#35|MEDIUM ANODIZED COPPER|
47|4.00|Brand#35|MEDIUM ANODIZED COPPER|
49|4.00|Brand#35|MEDIUM ANODIZED COPPER|
50|4.00|Brand#35|MEDIUM ANODIZED COPPER|
2|4.00|Brand#35|MEDIUM ANODIZED NICKEL|
4|4.00|Brand#35|MEDIUM ANODIZED NICKEL|
8|4.00|Brand#35|MEDIUM ANODIZED NICKEL|
11|4.00|Brand#35|MEDIUM ANODIZED NICKEL|
13|4.00|Brand#35|MEDIUM ANODIZED NICKEL|
20|4.00|Brand#35|MEDIUM ANODIZED NICKEL|
22|4.00|Brand#35|MEDIUM ANODIZED NICKEL|
25|4.00|Brand#35|MEDIUM ANODIZED NICKEL|
28|4.00|Brand#35|MEDIUM ANODIZED NICKEL|
29|4.00|Brand#35|MEDIUM ANODIZED NICKEL|
30|4.00|Brand#35|MEDIUM ANODIZED NICKEL|
32|4.00|Brand#35|MEDIUM ANODIZED NICKEL|
36|4.00|Brand#35|MEDIUM ANODIZED NICKEL|
39|4.00|Brand#35|MEDIUM ANODIZED NICKEL|
41|4.00|Brand#35|MEDIUM ANODIZED NICKEL|
43|4.00|Brand#35|MEDIUM ANODIZED NICKEL|
44|4.00|Brand#35|MEDIUM ANODIZED NICKEL|
45|4.00|Brand#35|MEDIUM ANODIZED NICKEL|
47|4.00|Brand#35|MEDIUM ANODIZED NICKEL|
49|4.00|Brand#35|MEDIUM ANODIZED NICKEL|
50|4.00|Brand#35|MEDIUM ANODIZED NICKEL|
1|4.00|Brand#35|MEDIUM ANODIZED STEEL|
4|4.00|Brand#35|MEDIUM ANODIZED STEEL|
5|4.00|Brand#35|MEDIUM ANODIZED STEEL|
7|4.00|Brand#35|MEDIUM ANODIZED STEEL|
9|4.00|Brand#35|MEDIUM ANODIZED STEEL|
11|4.00|Brand#35|MEDIUM ANODIZED STEEL|
13|4.00|Brand#35|MEDIUM ANODIZED STEEL|
14|4.00|Brand#35|MEDIUM ANODIZED STEEL|
18|4.00|Brand#35|MEDIUM ANODIZED STEEL|
21|4.00|Brand#35|MEDIUM ANODIZED STEEL|
24|4.00|Brand#35|MEDIUM ANODIZED STEEL|
27|4.00|Brand#35|MEDIUM ANODIZED STEEL|
33|4.00|Brand#35|MEDIUM ANODIZED STEEL|
36|4.00|Brand#35|MEDIUM ANODIZED STEEL|
41|4.00|Brand#35|MEDIUM ANODIZED STEEL|
49|4.00|Brand#35|MEDIUM ANODIZED STEEL|
1|4.00|Brand#35|MEDIUM ANODIZED TIN|
2|4.00|Brand#35|MEDIUM ANODIZED TIN|
9|4.00|Brand#35|MEDIUM ANODIZED TIN|
12|4.00|Brand#35|MEDIUM ANODIZED TIN|
13|4.00|Brand#35|MEDIUM ANODIZED TIN|
20|4.00|Brand#35|MEDIUM ANODIZED TIN|
21|4.00|Brand#35|MEDIUM ANODIZED TIN|
22|4.00|Brand#35|MEDIUM ANODIZED TIN|
26|4.00|Brand#35|MEDIUM ANODIZED TIN|
27|4.00|Brand#35|MEDIUM ANODIZED TIN|
30|4.00|Brand#35|MEDIUM ANODIZED TIN|
33|4.00|Brand#35|MEDIUM ANODIZED TIN|
37|4.00|Brand#35|MEDIUM ANODIZED TIN|
40|4.00|Brand#35|MEDIUM ANODIZED TIN|
48|4.00|Brand#35|MEDIUM ANODIZED TIN|
1|4.00|Brand#35|MEDIUM BRUSHED BRASS|
4|4.00|Brand#35|MEDIUM BRUSHED BRASS|
6|4.00|Brand#35|MEDIUM BRUSHED BRASS|
7|4.00|Brand#35|MEDIUM BRUSHED BRASS|
8|4.00|Brand#35|MEDIUM BRUSHED BRASS|
10|4.00|Brand#35|MEDIUM BRUSHED BRASS|
14|4.00|Brand#35|MEDIUM BRUSHED BRASS|
17|4.00|Brand#35|MEDIUM BRUSHED BRASS|
20|4.00|Brand#35|MEDIUM BRUSHED BRASS|
22|4.00|Brand#35|MEDIUM BRUSHED BRASS|
28|4.00|Brand#35|MEDIUM BRUSHED BRASS|
34|4.00|Brand#35|MEDIUM BRUSHED BRASS|
43|4.00|Brand#35|MEDIUM BRUSHED BRASS|
44|4.00|Brand#35|MEDIUM BRUSHED BRASS|
46|4.00|Brand#35|MEDIUM BRUSHED BRASS|
48|4.00|Brand#35|MEDIUM BRUSHED BRASS|
4|4.00|Brand#35|MEDIUM BRUSHED COPPER|
9|4.00|Brand#35|MEDIUM BRUSHED COPPER|
10|4.00|Brand#35|MEDIUM BRUSHED COPPER|
12|4.00|Brand#35|MEDIUM BRUSHED COPPER|
13|4.00|Brand#35|MEDIUM BRUSHED COPPER|
15|4.00|Brand#35|MEDIUM BRUSHED COPPER|
17|4.00|Brand#35|MEDIUM BRUSHED COPPER|
20|4.00|Brand#35|MEDIUM BRUSHED COPPER|
25|4.00|Brand#35|MEDIUM BRUSHED COPPER|
28|4.00|Brand#35|MEDIUM BRUSHED COPPER|
29|4.00|Brand#35|MEDIUM BRUSHED COPPER|
34|4.00|Brand#35|MEDIUM BRUSHED COPPER|
37|4.00|Brand#35|MEDIUM BRUSHED COPPER|
43|4.00|Brand#35|MEDIUM BRUSHED COPPER|
49|4.00|Brand#35|MEDIUM BRUSHED COPPER|
1|4.00|Brand#35|MEDIUM BRUSHED NICKEL|
2|4.00|Brand#35|MEDIUM BRUSHED NICKEL|
4|4.00|Brand#35|MEDIUM BRUSHED NICKEL|
6|4.00|Brand#35|MEDIUM BRUSHED NICKEL|
14|4.00|Brand#35|MEDIUM BRUSHED NICKEL|
15|4.00|Brand#35|MEDIUM BRUSHED NICKEL|
16|4.00|Brand#35|MEDIUM BRUSHED NICKEL|
25|4.00|Brand#35|MEDIUM BRUSHED NICKEL|
29|4.00|Brand#35|MEDIUM BRUSHED NICKEL|
36|4.00|Brand#35|MEDIUM BRUSHED NICKEL|
40|4.00|Brand#35|MEDIUM BRUSHED NICKEL|
41|4.00|Brand#35|MEDIUM BRUSHED NICKEL|
46|4.00|Brand#35|MEDIUM BRUSHED NICKEL|
47|4.00|Brand#35|MEDIUM BRUSHED NICKEL|
48|4.00|Brand#35|MEDIUM BRUSHED NICKEL|
5|4.00|Brand#35|MEDIUM BRUSHED STEEL|
9|4.00|Brand#35|MEDIUM BRUSHED STEEL|
13|4.00|Brand#35|MEDIUM BRUSHED STEEL|
15|4.00|Brand#35|MEDIUM BRUSHED STEEL|
16|4.00|Brand#35|MEDIUM BRUSHED STEEL|
17|4.00|Brand#35|MEDIUM BRUSHED STEEL|
18|4.00|Brand#35|MEDIUM BRUSHED STEEL|
19|4.00|Brand#35|MEDIUM BRUSHED STEEL|
20|4.00|Brand#35|MEDIUM BRUSHED STEEL|
21|4.00|Brand#35|MEDIUM BRUSHED STEEL|
27|4.00|Brand#35|MEDIUM BRUSHED STEEL|
29|4.00|Brand#35|MEDIUM BRUSHED STEEL|
33|4.00|Brand#35|MEDIUM BRUSHED STEEL|
34|4.00|Brand#35|MEDIUM BRUSHED STEEL|
